Year,District,barley_yield,maize_yield,buckwheat_yield,millet_yield,wheat_yield,paddy_yield,potato_yield,coffee_yield,tea_yield,lentil_yield,chickpeas_yield,pigeon-peas_yield,jute_yield,cotton_yield
2076,KAILALI,1.97000,2.87000,1.21000,1.02000,3.12000,4.16000,16.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2076,KANCHANPUR,1.25000,2.34000,0.00000,0.00000,2.56000,3.88000,16.27000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,TAPLEJUNG,1.49000,2.80000,1.36000,1.39000,2.31000,2.56000,17.97000,0.14286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,SANKHUWASABHA,1.31000,2.19000,1.01000,1.26000,2.35000,2.84000,14.38000,0.00000,0.00000,1.20000,0.00000,0.00000,0.00000,0.00000
2077,SOLUKHUMBU,1.17000,2.51000,0.97000,1.35000,2.10000,2.78000,15.23000,0.40000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,PANCHTHAR,1.46000,2.17000,0.79000,1.85000,2.16000,2.75000,16.93000,0.11765,0.08310,1.10000,0.63000,1.00000,0.00000,0.00000
2077,ILLAM,1.24000,3.74000,1.18000,1.35000,3.00000,3.20000,19.32000,0.00000,0.00000,1.11000,0.70000,1.20000,0.00000,0.00000
2077,TERHATHUM,1.33000,2.69000,0.94000,1.26000,2.11000,2.76000,17.62000,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000
2077,DHANKUTA,0.00000,3.26000,0.92000,1.25000,2.25000,3.34000,19.11000,0.08750,0.09400,0.95000,1.17000,1.00000,0.00000,0.00000
2077,BHOJPUR,1.43000,2.75000,0.89000,1.29000,2.05000,2.37000,17.44000,0.20000,0.00000,1.04000,0.00000,0.00000,0.00000,0.00000
2077,KHOTANG,1.51000,2.30000,0.93000,1.13000,2.30000,2.86000,14.76000,0.07576,0.00000,1.23000,0.00000,0.00000,0.00000,0.00000
2077,OKHALDHUNGA,1.32000,2.89000,0.99000,1.89000,2.13000,2.77000,14.58000,0.16667,0.00000,0.80000,0.00000,0.00000,0.00000,0.00000
2077,UDAYAPUR,1.54000,2.37000,1.06000,1.89000,2.75000,3.92000,14.48000,0.00000,0.00000,1.00000,1.39000,1.03000,0.00000,0.00000
2077,JHAPA,1.87000,4.05000,1.22000,1.30000,3.23000,4.40000,17.04000,0.00000,2.37450,1.50000,1.44000,1.01000,1.00000,0.00000
2077,MORANG,0.00000,3.96000,1.12000,1.24000,3.12000,4.24000,16.56000,0.31250,0.25000,1.22000,1.26000,0.98000,1.44000,0.00000
2077,SUNSARI,2.25000,3.12000,1.05000,1.15000,3.25000,3.99000,16.24000,0.00000,0.00000,1.22000,1.38000,0.86000,1.37000,0.00000
2077,SAPTARI,0.00000,3.19000,0.00000,1.25000,3.55000,3.56000,15.31000,0.00000,0.00000,1.24000,1.24000,1.09000,0.82000,0.00000
2077,SIRAHA,0.00000,3.01000,0.00000,1.03000,3.50000,3.52000,15.47000,0.00000,0.00000,1.15000,1.18000,0.94000,0.70000,0.00000
2077,DHANUSHA,1.50000,3.17000,0.00000,1.01000,3.32000,3.98000,14.93000,0.00000,0.00000,1.31000,1.20000,1.09000,0.00000,0.00000
2077,MAHOTTARI,1.18000,2.96000,0.00000,0.00000,3.06000,3.47000,14.53000,0.00000,0.00000,1.17000,1.10000,1.09000,0.00000,0.00000
2077,SARLAHI,1.14000,3.34000,0.00000,0.89000,3.41000,3.62000,15.20000,0.00000,0.00000,1.24000,1.32000,1.13000,0.00000,0.00000
2077,RAUTAHAT,1.57000,3.54000,0.00000,1.04000,3.73000,3.44000,17.73000,0.00000,0.00000,1.23000,1.16000,1.09000,0.00000,0.00000
2077,BARA,2.23000,3.71000,0.00000,1.15000,3.59000,4.14000,15.23000,0.00000,0.00000,1.32000,1.55000,1.09000,0.00000,0.00000
2077,PARSA,1.46000,3.72000,0.00000,0.00000,3.68000,4.13000,15.86000,0.00000,0.00000,1.25000,1.40000,1.09000,0.00000,0.00000
2077,DOLAKHA,1.20000,2.92000,1.22000,1.41000,1.99000,2.89000,17.12000,0.12500,0.00000,0.60000,0.71000,1.00000,0.00000,0.00000
2077,SINDHUPALCHOK,1.19000,2.80000,0.00000,1.30000,2.02000,2.97000,17.28000,0.00000,0.09410,0.91000,1.06000,1.06000,0.00000,0.00000
2077,RASUWA,1.33000,2.65000,0.00000,0.98000,2.01000,3.41000,15.66000,0.10000,0.00000,1.02000,1.06000,0.00000,0.00000,0.00000
2077,RAMECHAP,1.35000,2.86000,1.03000,1.12000,2.35000,3.13000,16.03000,0.00000,0.00000,1.16000,0.89000,0.00000,0.00000,0.00000
2077,SINDHULI,1.59000,3.16000,0.96000,1.02000,2.82000,3.78000,17.72000,0.30000,0.00000,0.54000,0.00000,0.67000,0.00000,0.00000
2077,KAVRE,1.63000,3.23000,1.03000,1.01000,3.00000,3.91000,17.76000,0.15888,0.00000,1.13000,0.91000,1.00000,0.00000,0.00000
2077,BHAKTAPUR,2.06000,4.29000,0.00000,1.35000,5.01000,5.02000,21.48000,0.00000,0.00000,1.01000,1.43000,1.03000,0.00000,0.00000
2077,LALITPUR,1.45000,3.77000,1.02000,1.13000,3.45000,4.45000,20.25000,0.18947,0.09380,1.07000,0.93000,0.00000,0.00000,0.00000
2077,KATHMANDU,1.51000,4.19000,1.03000,1.21000,4.41000,4.45000,21.95000,0.00000,0.00000,1.08000,0.85000,0.00000,0.00000,0.00000
2077,NUWAKOT,1.30000,3.84000,1.05000,1.32000,3.30000,4.37000,20.20000,0.11111,0.20990,0.92000,0.95000,0.00000,0.00000,0.00000
2077,DHADING,1.39000,3.02000,0.00000,1.03000,2.98000,4.47000,14.60000,0.10390,0.00000,1.20000,1.11000,0.00000,0.00000,0.00000
2077,CHITWAN,1.87000,4.02000,1.10000,1.12000,3.81000,4.00000,20.72000,0.50000,0.00000,1.15000,1.10000,1.23000,0.00000,0.00000
2077,MANANG,1.73000,1.59000,1.88000,0.00000,1.51000,0.00000,18.59000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,MUSTANG,1.85000,1.71000,1.76000,0.00000,1.66000,0.00000,19.92000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,GORKHA,1.41000,2.69000,1.06000,1.32000,2.33000,3.45000,18.69000,0.12903,0.00000,0.96000,1.06000,0.88000,0.00000,0.00000
2077,LAMJUNG,1.46000,2.61000,0.94000,1.08000,2.45000,3.46000,15.09000,0.08163,0.03030,0.92000,0.00000,0.00000,0.00000,0.00000
2077,TANAHU,1.03000,3.22000,1.00000,0.99000,2.51000,3.96000,15.44000,0.20312,0.00000,1.04000,1.01000,0.91000,0.00000,0.00000
2077,KASKI,1.61000,2.63000,1.19000,1.34000,2.31000,3.84000,16.07000,0.12414,0.08820,1.11000,1.01000,1.02000,0.00000,0.00000
2077,PARBAT,1.30000,2.50000,1.01000,0.99000,2.55000,3.24000,15.71000,0.11818,0.00000,0.98000,1.01000,0.89000,0.00000,0.00000
2077,SYANGJA,1.65000,3.67000,1.00000,1.26000,2.85000,4.15000,15.96000,0.05137,0.00000,0.96000,0.93000,1.02000,0.00000,0.00000
2077,MYAGDI,1.33000,3.39000,0.99000,1.30000,2.53000,3.37000,15.67000,0.11364,0.00000,0.97000,0.00000,1.41000,0.00000,0.00000
2077,BAGLUNG,1.47000,3.54000,1.42000,1.25000,2.61000,3.43000,15.27000,0.05000,0.00000,0.95000,1.35000,0.82000,0.00000,0.00000
2077,NAWALPARASI EAST,1.25000,3.06000,0.99000,1.12000,2.95000,3.99000,16.45000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,PALPA,1.83000,2.63000,0.99000,1.17000,2.73000,4.22000,17.00000,0.15094,0.00000,1.08000,1.00000,1.04000,0.00000,0.00000
2077,GULMI,1.75000,2.59000,1.21000,1.13000,2.96000,3.29000,17.47000,0.13187,0.00000,0.98000,1.21000,1.75000,0.00000,0.00000
2077,ARGHAKHANCHI,1.93000,3.18000,0.92000,1.12000,2.94000,3.31000,14.79000,0.00000,0.00000,0.88000,0.90000,0.00000,0.00000,0.00000
2077,NAWALPARASI WEST,1.23000,3.09000,0.99000,1.04000,2.90000,4.27000,16.21000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,RUPANDEHI,2.54000,3.93000,0.00000,1.13000,3.56000,4.15000,16.25000,0.00000,0.00000,1.56000,1.17000,1.01000,0.00000,0.00000
2077,KAPILBASTU,1.87000,3.75000,0.00000,0.00000,3.95000,3.51000,14.62000,0.00000,0.00000,1.03000,1.19000,0.92000,0.00000,0.00000
2077,DANG,1.23000,2.86000,1.00000,1.06000,2.80000,4.19000,14.75000,0.00000,0.00000,1.23000,0.90000,1.25000,0.00000,1.05100
2077,BANKE,1.38000,2.78000,0.00000,0.00000,3.84000,3.48000,15.72000,0.00000,0.00000,1.38000,1.08000,0.94000,0.00000,1.15800
2077,BARDIYA,1.50000,2.94000,0.00000,0.00000,3.90000,4.30000,16.04000,0.00000,0.00000,1.08000,0.85000,0.82000,0.00000,0.00000
2077,RUKUM EAST,1.28000,2.59000,0.00000,1.27000,2.80000,2.63000,14.61000,0.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,PYUTHAN,1.63000,2.48000,1.02000,1.22000,2.98000,3.84000,15.96000,0.14706,0.00000,1.14000,1.33000,0.00000,0.00000,0.00000
2077,ROLPA,1.19000,2.57000,0.91000,1.15000,2.96000,3.21000,16.74000,0.50000,0.00000,0.94000,1.12000,0.00000,0.00000,0.00000
2077,DOLPA,1.00000,1.58000,1.05000,1.10000,1.84000,1.79000,16.76000,0.00000,0.00000,0.52000,0.00000,0.00000,0.00000,0.00000
2077,MUGU,1.12000,1.60000,0.95000,0.98000,1.25000,1.40000,17.78000,0.00000,0.00000,0.87000,0.00000,0.00000,0.00000,0.82400
2077,HUMLA,1.30000,1.82000,1.22000,1.07000,1.45000,1.67000,16.91000,0.00000,0.00000,0.80000,0.00000,0.00000,0.00000,0.00000
2077,JUMLA,1.71000,1.56000,1.04000,1.06000,2.38000,2.07000,16.79000,0.00000,0.00000,0.87000,0.00000,0.00000,0.00000,0.00000
2077,KALIKOT,1.58000,2.30000,1.14000,1.09000,1.37000,2.40000,17.41000,0.00000,0.00000,0.53000,0.00000,0.00000,0.00000,0.00000
2077,RUKUM WEST,1.25000,2.03000,0.00000,1.35000,2.78000,2.70000,17.76000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2077,SALYAN,1.34000,2.47000,1.19000,1.17000,3.10000,4.06000,16.42000,0.50000,0.00000,0.75000,1.01000,0.92000,0.00000,0.00000
2077,JAJARKOT,1.14000,2.65000,0.94000,1.02000,2.12000,3.55000,16.09000,0.50000,0.00000,0.67000,0.84000,0.00000,0.00000,0.00000
2077,DAILEKH,1.30000,2.53000,1.00000,1.06000,2.45000,3.21000,16.46000,0.75000,0.00000,0.93000,1.01000,0.00000,0.00000,0.00000
2077,SURKHET,1.53000,2.92000,0.00000,1.34000,3.04000,4.15000,16.15000,0.12500,0.00000,1.18000,1.16000,1.40000,0.00000,0.00000
2077,BAJURA,1.01000,1.60000,1.54000,1.02000,1.40000,2.50000,15.94000,0.00000,0.00000,0.46000,0.00000,0.00000,0.00000,0.00000
2077,BAJHANG,0.79000,1.40000,1.19000,0.80000,1.53000,3.41000,16.14000,0.00000,0.00000,0.51000,0.50000,0.67000,0.00000,0.00000
2077,DARCHULA,0.83000,2.31000,1.03000,0.93000,2.16000,2.76000,15.32000,0.00000,0.00000,0.81000,0.50000,1.00000,0.00000,0.00000
2077,ACHHAM,1.27000,2.71000,0.00000,1.03000,2.13000,2.10000,15.35000,0.00000,0.00000,0.82000,0.50000,1.14000,0.00000,0.00000
2077,DOTI,0.99000,2.51000,0.96000,1.19000,2.23000,2.80000,14.91000,0.00000,0.00000,1.12000,1.00000,1.00000,0.00000,0.00000
2077,BAITADI,0.70000,1.93000,0.00000,1.14000,2.12000,2.13000,15.72000,0.00000,0.00000,1.06000,0.00000,0.00000,0.00000,0.00000
2077,DADELDHURA,1.37000,3.54000,0.00000,1.26000,2.45000,3.78000,15.65000,0.00000,0.00000,1.04000,1.00000,0.00000,0.00000,0.00000
2077,KAILALI,2.10000,2.92000,1.22000,1.13000,3.91000,4.27000,14.80000,0.25000,0.00000,1.33000,1.09000,1.13000,0.00000,0.00000
2077,KANCHANPUR,1.50000,2.74000,0.00000,0.00000,3.85000,3.89000,17.97000,0.00000,0.00000,1.38000,1.21000,0.00000,0.00000,0.00000
2079,TAPLEJUNG,1.51000,3.42000,1.32000,1.42000,1.87000,3.02000,18.22000,0.13333,0.00459,0.00000,0.00000,0.00000,0.00000,0.00000
2079,SANKHUWASABHA,1.34000,2.66000,1.26000,1.30000,2.31000,2.78000,14.52000,0.12903,0.02390,1.20000,0.00000,0.00000,0.00000,0.00000
2079,SOLUKHUMBU,1.19000,2.84000,1.05000,1.34000,1.99000,2.73000,17.68000,0.24615,0.06467,0.00000,0.00000,0.00000,0.00000,0.00000
2079,PANCHTHAR,1.44000,2.30000,1.07000,1.66000,1.66000,2.90000,18.16000,0.08000,0.08702,1.10000,0.63000,1.00000,0.00000,0.00000
2079,ILLAM,1.20000,3.88000,1.64000,1.58000,2.55000,3.48000,18.12000,0.00000,0.00000,1.16000,0.63000,1.04000,0.00000,0.00000
2079,TERHATHUM,1.33000,3.01000,1.00000,1.18000,2.00000,2.79000,17.07000,0.04324,0.05718,1.00000,0.00000,1.03000,0.00000,0.00000
2079,DHANKUTA,0.00000,3.35000,1.79000,1.21000,2.10000,3.87000,19.65000,0.04392,0.12520,0.95000,1.16000,1.03000,0.00000,0.00000
2079,BHOJPUR,1.50000,2.64000,1.08000,1.26000,1.80000,2.56000,18.20000,0.04211,0.00005,1.03000,0.00000,0.00000,0.00000,0.00000
2079,KHOTANG,1.53000,2.74000,1.18000,1.40000,1.85000,2.61000,15.60000,0.04118,0.00000,1.27000,0.00000,0.00000,0.00000,0.00000
2079,OKHALDHUNGA,1.43000,3.20000,1.06000,1.86000,1.55000,2.49000,14.80000,0.08000,0.00000,0.78000,0.00000,0.00000,0.00000,0.00000
2079,UDAYAPUR,1.48000,3.10000,1.07000,1.86000,2.50000,3.88000,15.41000,0.08000,0.00108,0.00000,0.00000,0.00000,0.00000,0.00000
2079,JHAPA,1.75000,3.96000,1.74000,1.30000,2.70000,4.38000,15.85000,0.00000,1.92548,1.09000,1.62000,1.26000,1.22000,0.00000
2079,MORANG,0.00000,3.71000,1.04000,1.20000,2.87000,4.03000,20.10000,0.13333,0.18697,1.12000,1.22000,0.97000,1.45000,0.00000
2079,SUNSARI,1.57000,3.26000,1.27000,1.16000,3.40000,3.75000,17.43000,0.00000,0.00000,0.00000,0.00000,0.00000,1.48000,0.00000
2079,SAPTARI,0.00000,3.52000,0.00000,1.26000,3.62000,3.39000,16.10000,0.00000,0.00000,1.30000,1.19000,0.99000,1.05000,0.00000
2079,SIRAHA,0.00000,3.73000,0.00000,1.04000,3.52000,3.37000,15.82000,0.00000,0.00000,1.31000,1.06000,1.03000,1.15000,0.00000
2079,DHANUSHA,1.50000,3.26000,0.00000,1.02000,3.34000,3.21000,16.01000,0.00000,0.00000,1.30000,1.20000,1.01000,0.00000,0.00000
2079,MAHOTTARI,1.18000,3.05000,0.00000,0.00000,3.26000,3.76000,16.00000,0.00000,0.00000,1.41000,1.24000,1.09000,0.00000,0.00000
2079,SARLAHI,1.12000,3.51000,0.00000,0.90000,3.36000,3.46000,15.65000,0.00000,0.00000,1.30000,1.08000,1.12000,0.00000,0.00000
2079,RAUTAHAT,1.57000,3.65000,0.00000,1.04000,3.31000,3.20000,17.50000,0.00000,0.00000,1.22000,1.06000,1.09000,0.00000,0.00000
2079,BARA,1.08000,3.91000,0.00000,1.16000,3.49000,3.89000,16.00000,0.00000,0.00000,1.29000,1.55000,1.09000,0.00000,0.00000
2079,PARSA,1.46000,4.10000,0.00000,0.00000,3.74000,4.90000,16.26000,0.00000,0.00000,1.23000,1.21000,1.09000,0.00000,0.00000
2079,DOLAKHA,1.21000,3.59000,1.10000,1.33000,1.77000,2.47000,18.17000,0.06579,0.00381,1.10000,0.71000,1.00000,0.00000,0.00000
2079,SINDHUPALCHOK,1.19000,2.89000,0.91000,1.07000,1.26000,3.28000,17.00000,0.30435,0.11235,0.97000,1.06000,0.53000,0.00000,0.00000
2079,RASUWA,1.38000,2.50000,0.90000,1.15000,1.62000,2.83000,17.49000,0.09804,0.00000,1.02000,1.15000,1.33000,0.00000,0.00000
2079,RAMECHAP,1.35000,3.05000,0.96000,1.14000,2.33000,2.21000,14.78000,0.00000,0.00000,1.04000,0.71000,0.50000,0.00000,0.00000
2079,SINDHULI,1.59000,3.11000,1.01000,0.95000,2.34000,3.85000,17.92000,0.03077,0.00000,0.77000,0.99000,0.88000,0.00000,0.00000
2079,KAVRE,1.74000,3.40000,1.09000,1.29000,3.24000,3.50000,21.86000,0.00000,0.00000,1.15000,1.02000,0.50000,0.00000,0.00000
2079,BHAKTAPUR,1.71000,4.08000,1.03000,1.06000,3.94000,5.12000,24.50000,0.00000,0.00000,1.03000,1.17000,0.51000,0.00000,0.00000
2079,LALITPUR,1.45000,3.93000,1.03000,1.34000,3.40000,4.45000,20.80000,0.13596,0.07563,1.06000,0.90000,0.00000,0.00000,0.00000
2079,KATHMANDU,1.51000,4.31000,0.98000,1.69000,3.49000,4.45000,25.00000,0.00000,0.00000,0.99000,0.89000,0.00000,0.00000,0.00000
2079,NUWAKOT,1.28000,3.05000,1.05000,1.42000,3.57000,4.21000,18.25000,0.17674,0.20163,1.02000,0.94000,0.44000,0.00000,0.00000
2079,DHADING,1.28000,2.32000,1.04000,1.07000,3.26000,4.04000,19.50000,0.10189,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2079,MAKAWANPUR,1.33000,3.24000,1.08000,1.26000,3.30000,3.77000,21.32000,0.10714,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2079,CHITWAN,1.87000,3.75000,1.07000,1.15000,4.51000,3.82000,17.00000,0.21429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2079,BAJURA,1.34000,1.47000,1.05000,1.01000,1.50000,2.61000,15.10000,0.00000,0.00000,0.44000,1.00000,0.25000,0.00000,0.00000
2079,BAJHANG,1.74000,1.63000,1.36000,1.28000,2.01000,2.60000,14.80000,0.00000,0.00000,0.60000,0.78000,0.67000,0.00000,0.00000
2079,DARCHULA,1.47000,2.78000,1.04000,1.26000,1.62000,2.70000,10.95000,0.00000,0.00000,0.78000,0.88000,1.00000,0.00000,0.00000
2079,ACHHAM,1.10000,3.10000,0.92000,1.27000,1.68000,2.13000,14.50000,0.00000,0.00000,0.81000,0.58000,1.17000,0.00000,0.00000
2079,DOTI,1.34000,3.01000,0.96000,1.28000,1.97000,2.33000,14.30000,0.00000,0.00000,1.01000,1.01000,1.01000,0.00000,0.00000
2079,BAITADI,1.21000,2.95000,1.18000,1.15000,1.57000,2.31000,16.45000,0.00000,0.00000,0.91000,0.99000,0.00000,0.00000,0.00000
2079,DADELDHURA,1.73000,3.00000,1.32000,1.13000,2.73000,3.07000,17.56000,0.00000,0.00000,1.23000,1.01000,0.00000,0.00000,0.00000
2079,KAILALI,1.14000,3.47000,1.26000,1.13000,3.58000,2.51000,17.50000,0.00000,0.00000,1.34000,1.10000,1.37000,0.00000,0.00000
2079,KANCHANPUR,1.74000,3.55000,0.00000,0.00000,3.25000,2.72000,16.45000,0.00000,0.00000,1.30000,1.27000,0.00000,0.00000,0.00000
2079,MANANG,1.58000,1.98000,1.88000,0.00000,2.35000,0.00000,20.10000,0.00000,0.00000,0.00000,0.63000,0.00000,0.00000,0.00000
2079,MUSTANG,1.94000,1.48000,1.42000,0.00000,1.69000,0.00000,18.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2079,GORKHA,1.28000,2.45000,1.42000,1.22000,2.36000,3.83000,20.10000,0.12500,0.00000,0.94000,1.04000,0.88000,0.00000,0.00000
2079,LAMJUNG,1.75000,2.50000,0.95000,1.22000,2.61000,3.18000,19.49000,0.08073,0.01722,0.88000,1.00000,0.52000,0.00000,0.00000
2079,TANAHU,1.13000,3.34000,1.01000,1.14000,2.51000,3.99000,16.10000,0.00000,0.00000,1.05000,1.00000,0.91000,0.00000,0.00000
2079,KASKI,1.00000,2.97000,1.19000,1.55000,2.52000,2.97000,14.10000,0.12426,0.09595,0.99000,1.01000,1.01000,0.00000,0.00000
2079,PARBAT,1.31000,2.59000,1.32000,1.11000,2.44000,3.95000,14.02000,0.09843,0.00000,1.04000,1.01000,0.90000,0.00000,0.00000
2079,SYANGJA,1.00000,3.38000,1.08000,1.23000,2.88000,3.81000,16.50000,0.06154,0.00000,0.93000,1.01000,0.94000,0.00000,0.00000
2079,NAWALPARASI EAST,1.09000,3.05000,0.99000,1.13000,2.75000,4.06000,16.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2079,MYAGDI,1.44000,3.41000,1.11000,1.23000,2.48000,3.44000,15.40000,0.02174,0.00000,1.01000,0.00000,1.39000,0.00000,0.00000
2079,BAGLUNG,1.33000,3.41000,1.43000,1.26000,2.51000,3.45000,16.25000,0.01754,0.00967,0.00000,0.00000,0.00000,0.00000,0.00000
2079,PALPA,1.01000,2.58000,0.92000,1.40000,2.35000,3.81000,15.10000,0.13952,0.00000,1.08000,1.05000,0.93000,0.00000,0.00000
2079,GULMI,0.83000,3.04000,1.87000,1.30000,2.97000,3.04000,16.99000,0.12109,0.00000,0.98000,1.21000,1.75000,0.00000,0.00000
2079,ARGHAKHANCHI,1.03000,3.24000,1.28000,1.13000,2.72000,3.06000,16.00000,0.12308,0.00250,0.88000,1.09000,0.00000,0.00000,0.00000
2079,NAWALPARASI WEST,1.23000,3.45000,1.28000,1.04000,2.92000,3.69000,12.95000,0.00000,0.00000,1.30000,1.19000,0.51000,0.00000,0.00000
2079,RUPANDEHI,1.96000,3.91000,0.00000,1.14000,3.95000,3.90000,14.65000,0.00000,0.00000,1.50000,1.17000,1.01000,0.00000,0.00000
2079,KAPILBASTU,1.87000,3.34000,0.00000,0.00000,3.73000,3.19000,15.01000,0.00000,0.00000,1.25000,1.05000,1.10000,0.00000,0.00000
2079,DANG,1.23000,3.13000,1.11000,1.06000,3.13000,3.70000,16.00000,0.00000,0.00000,1.28000,1.07000,1.13000,0.00000,1.09000
2079,BANKE,1.37000,3.18000,0.00000,0.00000,3.36000,2.31000,16.90000,0.00000,0.00000,1.41000,1.04000,1.05000,0.00000,1.13000
2079,BARDIYA,1.50000,3.74000,0.00000,0.00000,3.38000,2.97000,16.40000,0.00000,0.00000,1.22000,1.01000,0.92000,0.00000,1.50000
2079,RUKUM EAST,1.01000,2.89000,1.15000,1.30000,2.74000,2.63000,16.50000,0.00000,0.00000,0.90000,1.03000,1.00000,0.00000,0.00000
2079,PYUTHAN,1.07000,2.93000,1.27000,1.32000,2.87000,3.08000,15.65000,0.12162,0.00375,1.11000,1.33000,0.00000,0.00000,0.00000
2079,ROLPA,1.01000,3.12000,0.93000,1.33000,2.84000,2.64000,16.48000,0.05000,0.00000,0.94000,1.12000,0.00000,0.00000,0.00000
2079,DOLPA,1.03000,1.27000,0.87000,1.11000,1.43000,1.76000,19.10000,0.00000,0.00000,0.26000,0.00000,0.00000,0.00000,0.00000
2079,MUGU,1.21000,2.10000,0.94000,1.17000,1.04000,1.10000,18.00000,0.00000,0.00000,0.44000,0.00000,0.39000,0.00000,1.00000
2079,HUMLA,1.26000,1.15000,1.05000,1.23000,1.30000,1.50000,18.31000,0.00000,0.00000,0.81000,0.00000,0.00000,0.00000,0.00000
2079,JUMLA,1.54000,1.60000,1.17000,1.39000,2.25000,1.53000,18.79000,0.00000,0.00000,1.19000,0.00000,0.00000,0.00000,0.00000
2079,KALIKOT,1.19000,2.81000,1.15000,1.34000,1.56000,2.23000,17.23000,0.00000,0.00000,0.71000,0.55000,0.45000,0.00000,0.00000
2079,RUKUM WEST,1.46000,3.83000,1.25000,1.36000,2.37000,2.62000,15.47000,0.00000,0.00000,0.77000,1.10000,0.96000,0.00000,0.00000
2079,SALYAN,1.70000,3.12000,1.19000,1.07000,3.15000,3.59000,18.23000,0.05000,0.00000,1.07000,1.04000,1.10000,0.00000,0.00000
2079,JAJARKOT,1.32000,3.30000,1.25000,1.30000,2.50000,3.51000,15.30000,0.14286,0.00000,0.78000,1.18000,0.00000,0.00000,0.00000
2079,DAILEKH,1.15000,2.99000,1.01000,1.12000,2.47000,3.02000,17.57000,0.10000,0.00000,0.89000,1.09000,0.00000,0.00000,0.00000
2079,SURKHET,1.75000,3.53000,1.52000,1.17000,3.47000,3.97000,14.00000,0.02222,0.00000,0.93000,1.07000,0.70000,0.00000,0.00000