Item,Element,year Code,year,Unit,value
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2013,2013,,92.42
lentil,Producer Ppaddy Index (2014-2016 = 100),2012,2012,,92.42
lentil,Producer Ppaddy Index (2014-2016 = 100),2013,2013,,92.42
potato,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,92.46
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,93.53
lentil,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,93.53
barley,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,93.96
maize,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,93.96
millet,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,93.96
potato,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,93.96
wheat,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,93.96
paddy,Producer Ppaddy Index (2014-2016 = 100),2014,2014,,94.26
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,94.65
lentil,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,94.65
barley,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,94.72
potato,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,95.18
lentil,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,96.88
maize,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,97.26
lentil,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,97.51
maize,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,99.11
lentil,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,99.13
tea,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,99.19
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2009,2009,,99.73
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2010,2010,,99.73
potato,Producer Ppaddy (USD/tonne),2003,2003,USD,100.1
paddy,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,100.74
lentil,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,101.11
paddy,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,101.33
barley,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,101.48
maize,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,101.48
millet,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,101.48
potato,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,101.48
wheat,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,101.48
paddy,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,101.49
maize,Producer Ppaddy (USD/tonne),1992,1992,USD,102.4
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,103.13
cotton,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,103.15
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2015,2015,,103.15
jute,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,103.15
coffee,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,103.34
tea,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,103.34
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,103.64
paddy,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,104.41
maize,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,104.43
barley,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,104.56
maize,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,104.56
millet,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,104.56
potato,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,104.56
wheat,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,104.56
cotton,Producer Ppaddy Index (2014-2016 = 100),2009,2009,,104.92
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2015,2015,,105.3
barley,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,105.8
millet,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,105.8
potato,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,105.8
wheat,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,105.8
paddy,Producer Ppaddy (USD/tonne),2001,2001,USD,106
maize,Producer Ppaddy (USD/tonne),1998,1998,USD,106.3
paddy,Producer Ppaddy (USD/tonne),1995,1995,USD,106.8
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2009,2009,,107.11
cotton,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,107.16
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2016,2016,,107.16
jute,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,107.16
coffee,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,107.35
tea,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,107.35
paddy,Producer Ppaddy (USD/tonne),1999,1999,USD,108.2
wheat,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,109.31
lentil,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,109.34
millet,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,110.06
paddy,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,110.26
cotton,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,110.83
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2017,2017,,110.83
jute,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,110.83
coffee,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,111
tea,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,111
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,111.06
potato,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,111.69
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,111.81
lentil,Producer Ppaddy Index (2014-2016 = 100),2016,2016,,111.81
millet,Producer Ppaddy (USD/tonne),1992,1992,USD,113.1
wheat,Producer Ppaddy (USD/tonne),1995,1995,USD,113.3
millet,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,113.78
wheat,Producer Ppaddy (USD/tonne),1992,1992,USD,114.2
tea,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,114.4
maize,Producer Ppaddy (USD/tonne),1999,1999,USD,114.6
millet,Producer Ppaddy (USD/tonne),1991,1991,USD,114.9
maize,Producer Ppaddy (USD/tonne),1994,1994,USD,115
maize,Producer Ppaddy (USD/tonne),1991,1991,USD,115.4
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,115.64
lentil,Producer Ppaddy Index (2014-2016 = 100),2017,2017,,115.64
paddy,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,115.93
maize,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,116.73
wheat,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,116.81
wheat,Producer Ppaddy (USD/tonne),1994,1994,USD,117
maize,Producer Ppaddy (USD/tonne),1993,1993,USD,117.1
barley,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,117.42
potato,Producer Ppaddy (USD/tonne),1997,1997,USD,117.8
wheat,Producer Ppaddy (USD/tonne),1993,1993,USD,117.8
millet,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,118.28
maize,Producer Ppaddy (USD/tonne),1997,1997,USD,118.3
cotton,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,118.76
coffee,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,118.94
potato,Producer Ppaddy (USD/tonne),2004,2004,USD,119
wheat,Producer Ppaddy (USD/tonne),1998,1998,USD,119.1
paddy,Producer Ppaddy (USD/tonne),2002,2002,USD,119.7
coffee,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,119.72
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,120.38
barley,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,120.45
potato,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,120.83
paddy,Producer Ppaddy (USD/tonne),1996,1996,USD,121.2
maize,Producer Ppaddy (USD/tonne),2001,2001,USD,121.3
lentil,Producer Ppaddy Index (2014-2016 = 100),2009,2009,,122.25
lentil,Producer Ppaddy Index (2014-2016 = 100),2010,2010,,122.25
wheat,Producer Ppaddy (USD/tonne),1996,1996,USD,122.4
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,123.16
wheat,Producer Ppaddy (USD/tonne),1991,1991,USD,123.3
paddy,Producer Ppaddy (USD/tonne),2003,2003,USD,123.8
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,123.92
maize,Producer Ppaddy (USD/tonne),2002,2002,USD,124.3
coffee,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,124.65
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,125.31
potato,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,125.53
maize,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,125.64
paddy,Producer Ppaddy (USD/tonne),1994,1994,USD,125.7
coffee,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,125.95
paddy,Producer Ppaddy (USD/tonne),1998,1998,USD,126
wheat,Producer Ppaddy (USD/tonne),2002,2002,USD,126
paddy,Producer Ppaddy (USD/tonne),1993,1993,USD,126.2
maize,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,126.66
wheat,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,127.15
paddy,Producer Ppaddy (USD/tonne),1992,1992,USD,127.3
maize,Producer Ppaddy (USD/tonne),2000,2000,USD,128
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,128.36
potato,Producer Ppaddy (USD/tonne),2002,2002,USD,128.4
cotton,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,128.53
paddy,Producer Ppaddy (USD/tonne),2000,2000,USD,128.6
maize,Producer Ppaddy (USD/tonne),2003,2003,USD,129.6
paddy,Producer Ppaddy (USD/tonne),1997,1997,USD,129.6
barley,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,129.7
wheat,Producer Ppaddy (USD/tonne),2003,2003,USD,129.8
wheat,Producer Ppaddy (USD/tonne),2001,2001,USD,130.6
paddy,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,130.82
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2018,2018,,131.1
jute,Producer Ppaddy Index (2014-2016 = 100),2018,2018,,131.1
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,131.83
potato,Producer Ppaddy (USD/tonne),2001,2001,USD,132.3
wheat,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,132.39
coffee,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,132.55
cotton,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,132.8
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,132.82
wheat,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,133.74
wheat,Producer Ppaddy (USD/tonne),2000,2000,USD,133.8
paddy,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,133.99
chickpeas,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,134.33
potato,Producer Ppaddy (USD/tonne),1998,1998,USD,134.5
tea,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,134.54
cotton seed,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,135.99
wheat,Producer Ppaddy (USD/tonne),1997,1997,USD,136.2
maize,Producer Ppaddy (USD/tonne),1995,1995,USD,136.4
millet,Producer Ppaddy (USD/tonne),2002,2002,USD,136.8
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2020,2020,,137.61
jute,Producer Ppaddy Index (2014-2016 = 100),2020,2020,,137.61
millet,Producer Ppaddy (USD/tonne),2001,2001,USD,137.9
maize,Producer Ppaddy (USD/tonne),2006,2006,USD,139
millet,Producer Ppaddy (USD/tonne),2006,2006,USD,139
maize,Producer Ppaddy (USD/tonne),2005,2005,USD,139.4
millet,Producer Ppaddy (USD/tonne),2005,2005,USD,139.4
paddy,Producer Ppaddy (USD/tonne),2004,2004,USD,140.5
cotton,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,141.02
millet,Producer Ppaddy (USD/tonne),2003,2003,USD,142.6
millet,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,142.73
potato,Producer Ppaddy (USD/tonne),1999,1999,USD,142.9
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2019,2019,,144.02
jute,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,144.02
wheat,Producer Ppaddy (USD/tonne),2004,2004,USD,145.9
maize,Producer Ppaddy (USD/tonne),2004,2004,USD,147.1
millet,Producer Ppaddy (USD/tonne),2004,2004,USD,147.1
cotton,Producer Ppaddy Index (2014-2016 = 100),2019,2019,,147.7
paddy,Producer Ppaddy (USD/tonne),2006,2006,USD,150.1
barley,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,150.6
paddy,Producer Ppaddy (USD/tonne),2005,2005,USD,150.9
millet,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,154.85
maize,Producer Ppaddy (USD/tonne),1996,1996,USD,157.3
"jute, raw or retted",Producer Ppaddy (USD/tonne),1993,1993,USD,159.2
potato,Producer Ppaddy (USD/tonne),2008,2008,USD,163
potato,Producer Ppaddy (USD/tonne),2005,2005,USD,163.2
tea,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,164.08
wheat,Producer Ppaddy (USD/tonne),2006,2006,USD,164.3
wheat,Producer Ppaddy (USD/tonne),2005,2005,USD,165.2
paddy,Producer Ppaddy (USD/tonne),2007,2007,USD,167.7
millet,Producer Ppaddy (USD/tonne),1997,1997,USD,172.4
maize,Producer Ppaddy (USD/tonne),2007,2007,USD,173.6
millet,Producer Ppaddy (USD/tonne),2007,2007,USD,173.6
potato,Producer Ppaddy (USD/tonne),1996,1996,USD,176.7
paddy,Producer Ppaddy (USD/tonne),2008,2008,USD,179.8
millet,Producer Ppaddy (USD/tonne),2009,2009,USD,185.6
maize,Producer Ppaddy (USD/tonne),2008,2008,USD,186.3
millet,Producer Ppaddy (USD/tonne),2008,2008,USD,186.6
tea,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,196.07
wheat,Producer Ppaddy (USD/tonne),2007,2007,USD,205.1
potato,Producer Ppaddy (USD/tonne),2006,2006,USD,209.2
maize,Producer Ppaddy (USD/tonne),2009,2009,USD,210.5
barley,Producer Ppaddy (USD/tonne),2009,2009,USD,219.4
wheat,Producer Ppaddy (USD/tonne),2009,2009,USD,219.4
tea,Producer Ppaddy (USD/tonne),2001,2001,USD,219.8
barley,Producer Ppaddy (USD/tonne),2021,2021,USD,220.1
barley,Producer Ppaddy (USD/tonne),2008,2008,USD,220.5
wheat,Producer Ppaddy (USD/tonne),2008,2008,USD,220.5
potato,Producer Ppaddy (USD/tonne),2009,2009,USD,226.3
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2022,2022,,227.82
jute,Producer Ppaddy Index (2014-2016 = 100),2022,2022,,227.82
"jute, raw or retted",Producer Ppaddy Index (2014-2016 = 100),2021,2021,,230.04
jute,Producer Ppaddy Index (2014-2016 = 100),2021,2021,,230.04
paddy,Producer Ppaddy (USD/tonne),2009,2009,USD,236.3
lentil,Producer Ppaddy (USD/tonne),1992,1992,USD,237.8
millet,Producer Ppaddy (USD/tonne),2012,2012,USD,239.7
maize,Producer Ppaddy (USD/tonne),2019,2019,USD,242.8
potato,Producer Ppaddy (USD/tonne),2019,2019,USD,244.8
potato,Producer Ppaddy (USD/tonne),2018,2018,USD,245.8
maize,Producer Ppaddy (USD/tonne),2018,2018,USD,246.3
tea,Producer Ppaddy (USD/tonne),2004,2004,USD,246.3
paddy,Producer Ppaddy (USD/tonne),2018,2018,USD,249.7
paddy,Producer Ppaddy (USD/tonne),2012,2012,USD,249.8
paddy,Producer Ppaddy (USD/tonne),2013,2013,USD,252.5
wheat,Producer Ppaddy (USD/tonne),2012,2012,USD,254.7
barley,Producer Ppaddy (USD/tonne),2013,2013,USD,256.5
wheat,Producer Ppaddy (USD/tonne),2013,2013,USD,256.8
maize,Producer Ppaddy (USD/tonne),2013,2013,USD,257.8
paddy,Producer Ppaddy (USD/tonne),2017,2017,USD,258.3
lentil,Producer Ppaddy (USD/tonne),1997,1997,USD,258.6
paddy,Producer Ppaddy (USD/tonne),2014,2014,USD,259
tea,Producer Ppaddy (USD/tonne),2003,2003,USD,260.4
paddy,Producer Ppaddy (USD/tonne),2016,2016,USD,260.6
paddy,Producer Ppaddy (USD/tonne),2019,2019,USD,262.4
paddy,Producer Ppaddy (USD/tonne),2020,2020,USD,262.5
millet,Producer Ppaddy (USD/tonne),2011,2011,USD,263.8
millet,Producer Ppaddy (USD/tonne),2010,2010,USD,264
barley,Producer Ppaddy (USD/tonne),2014,2014,USD,264.4
potato,Producer Ppaddy (USD/tonne),2007,2007,USD,264.4
maize,Producer Ppaddy (USD/tonne),2012,2012,USD,264.6
wheat,Producer Ppaddy (USD/tonne),2014,2014,USD,264.6
paddy,Producer Ppaddy (USD/tonne),2015,2015,USD,265.2
maize,Producer Ppaddy (USD/tonne),2014,2014,USD,265.7
barley,Producer Ppaddy (USD/tonne),2016,2016,USD,267.3
wheat,Producer Ppaddy (USD/tonne),2016,2016,USD,267.5
maize,Producer Ppaddy (USD/tonne),2016,2016,USD,268.6
barley,Producer Ppaddy (USD/tonne),2012,2012,USD,269.6
tea,Producer Ppaddy (USD/tonne),2002,2002,USD,269.9
wheat,Producer Ppaddy (USD/tonne),2010,2010,USD,270.1
potato,Producer Ppaddy (USD/tonne),2013,2013,USD,270.7
barley,Producer Ppaddy (USD/tonne),2015,2015,USD,272
maize,Producer Ppaddy (USD/tonne),2020,2020,USD,272.1
wheat,Producer Ppaddy (USD/tonne),2015,2015,USD,272.2
maize,Producer Ppaddy (USD/tonne),2015,2015,USD,273.4
potato,Producer Ppaddy (USD/tonne),2020,2020,USD,273.4
"jute, raw or retted",Producer Ppaddy (USD/tonne),2002,2002,USD,275.1
maize,Producer Ppaddy (USD/tonne),2017,2017,USD,275.6
wheat,Producer Ppaddy (USD/tonne),2018,2018,USD,275.7
maize,Producer Ppaddy (USD/tonne),2022,2022,USD,276.8
barley,Producer Ppaddy (USD/tonne),2017,2017,USD,277.9
wheat,Producer Ppaddy (USD/tonne),2017,2017,USD,278.1
potato,Producer Ppaddy (USD/tonne),2014,2014,USD,279
paddy,Producer Ppaddy (USD/tonne),2011,2011,USD,279.4
potato,Producer Ppaddy (USD/tonne),2022,2022,USD,279.6
potato,Producer Ppaddy (USD/tonne),2016,2016,USD,282
potato,Producer Ppaddy (USD/tonne),2012,2012,USD,284.6
wheat,Producer Ppaddy (USD/tonne),2019,2019,USD,285
"jute, raw or retted",Producer Ppaddy (USD/tonne),2001,2001,USD,285.8
barley,Producer Ppaddy (USD/tonne),2019,2019,USD,286.2
paddy,Producer Ppaddy (USD/tonne),2022,2022,USD,286.8
potato,Producer Ppaddy (USD/tonne),2015,2015,USD,287
"jute, raw or retted",Producer Ppaddy (USD/tonne),2003,2003,USD,288.9
maize,Producer Ppaddy (USD/tonne),2010,2010,USD,289
millet,Producer Ppaddy (USD/tonne),2013,2013,USD,289
wheat,Producer Ppaddy (USD/tonne),2011,2011,USD,292.2
paddy,Producer Ppaddy (USD/tonne),2010,2010,USD,292.5
lentil,Producer Ppaddy (USD/tonne),1999,1999,USD,293.1
potato,Producer Ppaddy (USD/tonne),2017,2017,USD,293.2
barley,Producer Ppaddy (USD/tonne),2010,2010,USD,293.5
lentil,Producer Ppaddy (USD/tonne),2001,2001,USD,293.5
wheat,Producer Ppaddy (USD/tonne),2022,2022,USD,293.5
maize,Producer Ppaddy (USD/tonne),2011,2011,USD,294.2
wheat,Producer Ppaddy (USD/tonne),2020,2020,USD,295.2
lentil,Producer Ppaddy (USD/tonne),2000,2000,USD,295.4
maize,Producer Ppaddy (USD/tonne),2021,2021,USD,295.8
paddy,Producer Ppaddy (USD/tonne),2021,2021,USD,296.8
millet,Producer Ppaddy (USD/tonne),2014,2014,USD,297.8
"jute, raw or retted",Producer Ppaddy (USD/tonne),2006,2006,USD,298.4
"jute, raw or retted",Producer Ppaddy (USD/tonne),2004,2004,USD,298.6
barley,Producer Ppaddy (USD/tonne),2011,2011,USD,300.6
barley,Producer Ppaddy (USD/tonne),2020,2020,USD,300.8
millet,Producer Ppaddy (USD/tonne),2016,2016,USD,301.1
lentil,Producer Ppaddy (USD/tonne),1998,1998,USD,303.1
barley,Producer Ppaddy (USD/tonne),2018,2018,USD,303.5
millet,Producer Ppaddy (USD/tonne),2015,2015,USD,306.4
potato,Producer Ppaddy (USD/tonne),2021,2021,USD,307.8
wheat,Producer Ppaddy (USD/tonne),2021,2021,USD,307.9
"jute, raw or retted",Producer Ppaddy (USD/tonne),2005,2005,USD,308.3
millet,Producer Ppaddy (USD/tonne),2020,2020,USD,309
tea,Producer Ppaddy (USD/tonne),2005,2005,USD,310.8
potato,Producer Ppaddy (USD/tonne),2010,2010,USD,311.5
millet,Producer Ppaddy (USD/tonne),2018,2018,USD,312.4
millet,Producer Ppaddy (USD/tonne),2019,2019,USD,312.4
millet,Producer Ppaddy (USD/tonne),2017,2017,USD,313
potato,Producer Ppaddy (USD/tonne),2011,2011,USD,322.3
tea,Producer Ppaddy (USD/tonne),2006,2006,USD,329.9
barley,Producer Ppaddy (USD/tonne),2022,2022,USD,330.2
"jute, raw or retted",Producer Ppaddy (USD/tonne),2013,2013,USD,343.8
tea,Producer Ppaddy (USD/tonne),2009,2009,USD,348.1
millet,Producer Ppaddy (USD/tonne),2022,2022,USD,352.5
"jute, raw or retted",Producer Ppaddy (USD/tonne),2008,2008,USD,363.1
tea,Producer Ppaddy (USD/tonne),2013,2013,USD,370.6
"jute, raw or retted",Producer Ppaddy (USD/tonne),2007,2007,USD,372.6
"jute, raw or retted",Producer Ppaddy (USD/tonne),2012,2012,USD,375.5
"jute, raw or retted",Producer Ppaddy (USD/tonne),2014,2014,USD,377.2
tea,Producer Ppaddy (USD/tonne),2008,2008,USD,382.2
tea,Producer Ppaddy (USD/tonne),2007,2007,USD,383
"jute, raw or retted",Producer Ppaddy (USD/tonne),2009,2009,USD,384
"jute, raw or retted",Producer Ppaddy (USD/tonne),2011,2011,USD,391.8
tea,Producer Ppaddy (USD/tonne),2012,2012,USD,393.1
tea,Producer Ppaddy (USD/tonne),2010,2010,USD,395.8
lentil,Producer Ppaddy (USD/tonne),2003,2003,USD,397.9
millet,Producer Ppaddy (USD/tonne),2021,2021,USD,405.3
tea,Producer Ppaddy (USD/tonne),2018,2018,USD,407
tea,Producer Ppaddy (USD/tonne),2014,2014,USD,409.2
"jute, raw or retted",Producer Ppaddy (USD/tonne),2016,2016,USD,409.4
"jute, raw or retted",Producer Ppaddy (USD/tonne),2015,2015,USD,413.3
"jute, raw or retted",Producer Ppaddy (USD/tonne),2017,2017,USD,435.1
tea,Producer Ppaddy (USD/tonne),2011,2011,USD,437.7
chickpeas,Producer Ppaddy (USD/tonne),2002,2002,USD,442.7
"jute, raw or retted",Producer Ppaddy (USD/tonne),2010,2010,USD,445.2
tea,Producer Ppaddy (USD/tonne),2016,2016,USD,446.8
tea,Producer Ppaddy (USD/tonne),2015,2015,USD,451
tea,Producer Ppaddy (USD/tonne),2019,2019,USD,454
chickpeas,Producer Ppaddy (USD/tonne),2001,2001,USD,454.1
chickpeas,Producer Ppaddy (USD/tonne),2003,2003,USD,456.9
tea,Producer Ppaddy (USD/tonne),2017,2017,USD,474.7
lentil,Producer Ppaddy (USD/tonne),2002,2002,USD,475.1
"jute, raw or retted",Producer Ppaddy (USD/tonne),2020,2020,USD,477.1
"jute, raw or retted",Producer Ppaddy (USD/tonne),2018,2018,USD,493.8
chickpeas,Producer Ppaddy (USD/tonne),2004,2004,USD,496.6
tea,Producer Ppaddy (USD/tonne),2020,2020,USD,508.1
"jute, raw or retted",Producer Ppaddy (USD/tonne),2019,2019,USD,524.7
chickpeas,Producer Ppaddy (USD/tonne),2005,2005,USD,532.9
cotton,Producer Ppaddy (USD/tonne),2001,2001,USD,549.4
chickpeas,Producer Ppaddy (USD/tonne),2006,2006,USD,560.7
lentil,Producer Ppaddy (USD/tonne),2004,2004,USD,584.2
tea,Producer Ppaddy (USD/tonne),2022,2022,USD,585.7
cotton,Producer Ppaddy (USD/tonne),2012,2012,USD,586.7
cotton,Producer Ppaddy (USD/tonne),2004,2004,USD,615.7
lentil,Producer Ppaddy (USD/tonne),2005,2005,USD,627
cotton,Producer Ppaddy (USD/tonne),2003,2003,USD,651.1
