Item,Element,Year Code,Year,Unit,Value
Maize (corn),Producer Price (SLC/tonne),1996,1996,SLC,8920
Maize (corn),Producer Price (SLC/tonne),1997,1997,SLC,6860
Maize (corn),Producer Price (SLC/tonne),1998,1998,SLC,7010
Maize (corn),Producer Price (SLC/tonne),1999,1999,SLC,7819
Maize (corn),Producer Price (SLC/tonne),2000,2000,SLC,9103
Maize (corn),Producer Price (SLC/tonne),2001,2001,SLC,9089
Maize (corn),Producer Price (SLC/tonne),2002,2002,SLC,9683
Maize (corn),Producer Price (SLC/tonne),2003,2003,SLC,9868
Maize (corn),Producer Price (SLC/tonne),2004,2004,SLC,10839
Maize (corn),Producer Price (SLC/tonne),2005,2005,SLC,9951
Maize (corn),Producer Price (SLC/tonne),2006,2006,SLC,10113
Maize (corn),Producer Price (SLC/tonne),2007,2007,SLC,11529
Maize (corn),Producer Price (SLC/tonne),2008,2008,SLC,13000
Maize (corn),Producer Price (SLC/tonne),2009,2009,SLC,16330
Maize (corn),Producer Price (SLC/tonne),2010,2010,SLC,21170
Maize (corn),Producer Price (SLC/tonne),2011,2011,SLC,21780
Maize (corn),Producer Price (SLC/tonne),2012,2012,SLC,22550
Maize (corn),Producer Price (SLC/tonne),2013,2013,SLC,24000
Maize (corn),Producer Price (SLC/tonne),2014,2014,SLC,25920
Maize (corn),Producer Price (SLC/tonne),2015,2015,SLC,27994
Maize (corn),Producer Price (SLC/tonne),2016,2016,SLC,28844.6
Maize (corn),Producer Price (SLC/tonne),2017,2017,SLC,28807.1
Maize (corn),Producer Price (SLC/tonne),2018,2018,SLC,26830
Maize (corn),Producer Price (SLC/tonne),2019,2019,SLC,27340
Maize (corn),Producer Price (SLC/tonne),2020,2020,SLC,32200
Maize (corn),Producer Price (SLC/tonne),2021,2021,SLC,34940
Maize (corn),Producer Price (SLC/tonne),2022,2022,SLC,34660
Maize (corn),Producer Price (USD/tonne),1991,1991,USD,115.4
Maize (corn),Producer Price (USD/tonne),1992,1992,USD,102.4
Maize (corn),Producer Price (USD/tonne),1993,1993,USD,117.1
Maize (corn),Producer Price (USD/tonne),1994,1994,USD,115
Maize (corn),Producer Price (USD/tonne),1995,1995,USD,136.4
Maize (corn),Producer Price (USD/tonne),1996,1996,USD,157.3
Maize (corn),Producer Price (USD/tonne),1997,1997,USD,118.3
Maize (corn),Producer Price (USD/tonne),1998,1998,USD,106.3
Maize (corn),Producer Price (USD/tonne),1999,1999,USD,114.6
Maize (corn),Producer Price (USD/tonne),2000,2000,USD,128
Maize (corn),Producer Price (USD/tonne),2001,2001,USD,121.3
Maize (corn),Producer Price (USD/tonne),2002,2002,USD,124.3
Maize (corn),Producer Price (USD/tonne),2003,2003,USD,129.6
Maize (corn),Producer Price (USD/tonne),2004,2004,USD,147.1
Maize (corn),Producer Price (USD/tonne),2005,2005,USD,139.4
Maize (corn),Producer Price (USD/tonne),2006,2006,USD,139
Maize (corn),Producer Price (USD/tonne),2007,2007,USD,173.6
Maize (corn),Producer Price (USD/tonne),2008,2008,USD,186.3
Maize (corn),Producer Price (USD/tonne),2009,2009,USD,210.5
Maize (corn),Producer Price (USD/tonne),2010,2010,USD,289
Maize (corn),Producer Price (USD/tonne),2011,2011,USD,294.2
Maize (corn),Producer Price (USD/tonne),2012,2012,USD,264.6
Maize (corn),Producer Price (USD/tonne),2013,2013,USD,257.8
Maize (corn),Producer Price (USD/tonne),2014,2014,USD,265.7
Maize (corn),Producer Price (USD/tonne),2015,2015,USD,273.4
Maize (corn),Producer Price (USD/tonne),2016,2016,USD,268.6
Maize (corn),Producer Price (USD/tonne),2017,2017,USD,275.6
Maize (corn),Producer Price (USD/tonne),2018,2018,USD,246.3
Maize (corn),Producer Price (USD/tonne),2019,2019,USD,242.8
Maize (corn),Producer Price (USD/tonne),2020,2020,USD,272.1
Maize (corn),Producer Price (USD/tonne),2021,2021,USD,295.8
Maize (corn),Producer Price (USD/tonne),2022,2022,USD,276.8
Maize (corn),Producer Price Index (2014-2016 = 100),1991,1991,,15.59
Maize (corn),Producer Price Index (2014-2016 = 100),1992,1992,,15.85
Maize (corn),Producer Price Index (2014-2016 = 100),1993,1993,,20.63
Maize (corn),Producer Price Index (2014-2016 = 100),1994,1994,,20.59
Maize (corn),Producer Price Index (2014-2016 = 100),1995,1995,,25.67
Maize (corn),Producer Price Index (2014-2016 = 100),1996,1996,,32.34
Maize (corn),Producer Price Index (2014-2016 = 100),1997,1997,,24.87
Maize (corn),Producer Price Index (2014-2016 = 100),1998,1998,,25.41
Maize (corn),Producer Price Index (2014-2016 = 100),1999,1999,,28.34
Maize (corn),Producer Price Index (2014-2016 = 100),2000,2000,,33
Maize (corn),Producer Price Index (2014-2016 = 100),2001,2001,,32.95
Maize (corn),Producer Price Index (2014-2016 = 100),2002,2002,,35.1
Maize (corn),Producer Price Index (2014-2016 = 100),2003,2003,,35.77
Maize (corn),Producer Price Index (2014-2016 = 100),2004,2004,,39.29
Maize (corn),Producer Price Index (2014-2016 = 100),2005,2005,,36.07
Maize (corn),Producer Price Index (2014-2016 = 100),2006,2006,,36.66
Maize (corn),Producer Price Index (2014-2016 = 100),2007,2007,,41.79
Maize (corn),Producer Price Index (2014-2016 = 100),2008,2008,,47.13
Maize (corn),Producer Price Index (2014-2016 = 100),2009,2009,,59.2
Maize (corn),Producer Price Index (2014-2016 = 100),2010,2010,,76.74
Maize (corn),Producer Price Index (2014-2016 = 100),2011,2011,,78.95
Maize (corn),Producer Price Index (2014-2016 = 100),2012,2012,,81.74
Maize (corn),Producer Price Index (2014-2016 = 100),2013,2013,,87
Maize (corn),Producer Price Index (2014-2016 = 100),2014,2014,,93.96
Maize (corn),Producer Price Index (2014-2016 = 100),2015,2015,,101.48
Maize (corn),Producer Price Index (2014-2016 = 100),2016,2016,,104.56
Maize (corn),Producer Price Index (2014-2016 = 100),2017,2017,,104.43
Maize (corn),Producer Price Index (2014-2016 = 100),2018,2018,,97.26
Maize (corn),Producer Price Index (2014-2016 = 100),2019,2019,,99.11
Maize (corn),Producer Price Index (2014-2016 = 100),2020,2020,,116.73
Maize (corn),Producer Price Index (2014-2016 = 100),2021,2021,,126.66
Maize (corn),Producer Price Index (2014-2016 = 100),2022,2022,,125.64
Millet,Producer Price (LCU/tonne),1991,1991,LCU,4280
Millet,Producer Price (LCU/tonne),1992,1992,LCU,4830
Millet,Producer Price (LCU/tonne),1997,1997,LCU,10000
Millet,Producer Price (LCU/tonne),2001,2001,LCU,10335
Millet,Producer Price (LCU/tonne),2002,2002,LCU,10652
Millet,Producer Price (LCU/tonne),2003,2003,LCU,10856
Millet,Producer Price (LCU/tonne),2004,2004,LCU,10839
Millet,Producer Price (LCU/tonne),2005,2005,LCU,9951
Millet,Producer Price (LCU/tonne),2006,2006,LCU,10113
Millet,Producer Price (LCU/tonne),2007,2007,LCU,11529
Millet,Producer Price (LCU/tonne),2008,2008,LCU,13014.4
Millet,Producer Price (LCU/tonne),2009,2009,LCU,14397.9
Millet,Producer Price (LCU/tonne),2010,2010,LCU,19341.1
Millet,Producer Price (LCU/tonne),2011,2011,LCU,19529.1
Millet,Producer Price (LCU/tonne),2012,2012,LCU,20429.1
Millet,Producer Price (LCU/tonne),2013,2013,LCU,26900
Millet,Producer Price (LCU/tonne),2014,2014,LCU,29052
Millet,Producer Price (LCU/tonne),2015,2015,LCU,31376
Millet,Producer Price (LCU/tonne),2016,2016,LCU,32330
Millet,Producer Price (LCU/tonne),2017,2017,LCU,32711.5
Millet,Producer Price (LCU/tonne),2018,2018,LCU,34030
Millet,Producer Price (LCU/tonne),2019,2019,LCU,35180
Millet,Producer Price (LCU/tonne),2020,2020,LCU,36570
Millet,Producer Price (LCU/tonne),2021,2021,LCU,47880
Millet,Producer Price (LCU/tonne),2022,2022,LCU,44130
Millet,Producer Price (SLC/tonne),1991,1991,SLC,4280
Millet,Producer Price (SLC/tonne),1992,1992,SLC,4830
Millet,Producer Price (SLC/tonne),1997,1997,SLC,10000
Millet,Producer Price (SLC/tonne),2001,2001,SLC,10335
Millet,Producer Price (SLC/tonne),2002,2002,SLC,10652
Millet,Producer Price (SLC/tonne),2003,2003,SLC,10856
Millet,Producer Price (SLC/tonne),2004,2004,SLC,10839
Millet,Producer Price (SLC/tonne),2005,2005,SLC,9951
Millet,Producer Price (SLC/tonne),2006,2006,SLC,10113
Millet,Producer Price (SLC/tonne),2007,2007,SLC,11529
Millet,Producer Price (SLC/tonne),2008,2008,SLC,13014.4
Millet,Producer Price (SLC/tonne),2009,2009,SLC,14397.9
Millet,Producer Price (SLC/tonne),2010,2010,SLC,19341.1
Millet,Producer Price (SLC/tonne),2011,2011,SLC,19529.1
Millet,Producer Price (SLC/tonne),2012,2012,SLC,20429.1
Millet,Producer Price (SLC/tonne),2013,2013,SLC,26900
Millet,Producer Price (SLC/tonne),2014,2014,SLC,29052
Millet,Producer Price (SLC/tonne),2015,2015,SLC,31376
Millet,Producer Price (SLC/tonne),2016,2016,SLC,32330
Millet,Producer Price (SLC/tonne),2017,2017,SLC,32711.5
Millet,Producer Price (SLC/tonne),2018,2018,SLC,34030
Millet,Producer Price (SLC/tonne),2019,2019,SLC,35180
Millet,Producer Price (SLC/tonne),2020,2020,SLC,36570
Millet,Producer Price (SLC/tonne),2021,2021,SLC,47880
Millet,Producer Price (SLC/tonne),2022,2022,SLC,44130
Millet,Producer Price (USD/tonne),1991,1991,USD,114.9
Millet,Producer Price (USD/tonne),1992,1992,USD,113.1
Millet,Producer Price (USD/tonne),1997,1997,USD,172.4
Millet,Producer Price (USD/tonne),2001,2001,USD,137.9
Millet,Producer Price (USD/tonne),2002,2002,USD,136.8
Millet,Producer Price (USD/tonne),2003,2003,USD,142.6
Millet,Producer Price (USD/tonne),2004,2004,USD,147.1
Millet,Producer Price (USD/tonne),2005,2005,USD,139.4
Millet,Producer Price (USD/tonne),2006,2006,USD,139
Millet,Producer Price (USD/tonne),2007,2007,USD,173.6
Millet,Producer Price (USD/tonne),2008,2008,USD,186.6
Millet,Producer Price (USD/tonne),2009,2009,USD,185.6
Millet,Producer Price (USD/tonne),2010,2010,USD,264
Millet,Producer Price (USD/tonne),2011,2011,USD,263.8
Millet,Producer Price (USD/tonne),2012,2012,USD,239.7
Millet,Producer Price (USD/tonne),2013,2013,USD,289
Millet,Producer Price (USD/tonne),2014,2014,USD,297.8
Millet,Producer Price (USD/tonne),2015,2015,USD,306.4
Millet,Producer Price (USD/tonne),2016,2016,USD,301.1
Millet,Producer Price (USD/tonne),2017,2017,USD,313
Millet,Producer Price (USD/tonne),2018,2018,USD,312.4
Millet,Producer Price (USD/tonne),2019,2019,USD,312.4
Millet,Producer Price (USD/tonne),2020,2020,USD,309
Millet,Producer Price (USD/tonne),2021,2021,USD,405.3
Millet,Producer Price (USD/tonne),2022,2022,USD,352.5
Millet,Producer Price Index (2014-2016 = 100),1991,1991,,13.84
Millet,Producer Price Index (2014-2016 = 100),1992,1992,,15.62
Millet,Producer Price Index (2014-2016 = 100),1993,1993,,18.1
Millet,Producer Price Index (2014-2016 = 100),1994,1994,,20.72
Millet,Producer Price Index (2014-2016 = 100),1995,1995,,22.96
Millet,Producer Price Index (2014-2016 = 100),1996,1996,,27.08
Millet,Producer Price Index (2014-2016 = 100),1997,1997,,32.34
Millet,Producer Price Index (2014-2016 = 100),1998,1998,,33.32
Millet,Producer Price Index (2014-2016 = 100),1999,1999,,30.37
Millet,Producer Price Index (2014-2016 = 100),2000,2000,,32.14
Millet,Producer Price Index (2014-2016 = 100),2001,2001,,33.43
Millet,Producer Price Index (2014-2016 = 100),2002,2002,,34.45
Millet,Producer Price Index (2014-2016 = 100),2003,2003,,35.11
Millet,Producer Price Index (2014-2016 = 100),2004,2004,,35.06
Millet,Producer Price Index (2014-2016 = 100),2005,2005,,32.18
Millet,Producer Price Index (2014-2016 = 100),2006,2006,,32.71
Millet,Producer Price Index (2014-2016 = 100),2007,2007,,37.29
Millet,Producer Price Index (2014-2016 = 100),2008,2008,,42.09
Millet,Producer Price Index (2014-2016 = 100),2009,2009,,46.57
Millet,Producer Price Index (2014-2016 = 100),2010,2010,,62.55
Millet,Producer Price Index (2014-2016 = 100),2011,2011,,63.16
Millet,Producer Price Index (2014-2016 = 100),2012,2012,,66.07
Millet,Producer Price Index (2014-2016 = 100),2013,2013,,87
Millet,Producer Price Index (2014-2016 = 100),2014,2014,,93.96
Millet,Producer Price Index (2014-2016 = 100),2015,2015,,101.48
Millet,Producer Price Index (2014-2016 = 100),2016,2016,,104.56
Millet,Producer Price Index (2014-2016 = 100),2017,2017,,105.8
Millet,Producer Price Index (2014-2016 = 100),2018,2018,,110.06
Millet,Producer Price Index (2014-2016 = 100),2019,2019,,113.78
Millet,Producer Price Index (2014-2016 = 100),2020,2020,,118.28
Millet,Producer Price Index (2014-2016 = 100),2021,2021,,154.85
Millet,Producer Price Index (2014-2016 = 100),2022,2022,,142.73
Potatoes,Producer Price (LCU/tonne),1992,1992,LCU,2210
Potatoes,Producer Price (LCU/tonne),1993,1993,LCU,3700
Potatoes,Producer Price (LCU/tonne),1996,1996,LCU,10019
Potatoes,Producer Price (LCU/tonne),1997,1997,LCU,6833
Potatoes,Producer Price (LCU/tonne),1998,1998,LCU,8875
Potatoes,Producer Price (LCU/tonne),1999,1999,LCU,9750
Potatoes,Producer Price (LCU/tonne),2001,2001,LCU,9915
Potatoes,Producer Price (LCU/tonne),2002,2002,LCU,10000
Potatoes,Producer Price (LCU/tonne),2003,2003,LCU,7618
Potatoes,Producer Price (LCU/tonne),2004,2004,LCU,8765
Potatoes,Producer Price (LCU/tonne),2005,2005,LCU,11646
Potatoes,Producer Price (LCU/tonne),2006,2006,LCU,15219
Potatoes,Producer Price (LCU/tonne),2007,2007,LCU,17559
Potatoes,Producer Price (LCU/tonne),2008,2008,LCU,11370.5
Potatoes,Producer Price (LCU/tonne),2009,2009,LCU,17557.4
Potatoes,Producer Price (LCU/tonne),2010,2010,LCU,22824.6
Potatoes,Producer Price (LCU/tonne),2011,2011,LCU,23854.7
Potatoes,Producer Price (LCU/tonne),2012,2012,LCU,24254.7
Potatoes,Producer Price (LCU/tonne),2013,2013,LCU,25200
Potatoes,Producer Price (LCU/tonne),2014,2014,LCU,27216
Potatoes,Producer Price (LCU/tonne),2015,2015,LCU,29393
Potatoes,Producer Price (LCU/tonne),2016,2016,LCU,30286.8
Potatoes,Producer Price (LCU/tonne),2017,2017,LCU,30644.2
Potatoes,Producer Price (LCU/tonne),2018,2018,LCU,26780
Potatoes,Producer Price (LCU/tonne),2019,2019,LCU,27570
Potatoes,Producer Price (LCU/tonne),2020,2020,LCU,32350
Potatoes,Producer Price (LCU/tonne),2021,2021,LCU,36360
Potatoes,Producer Price (LCU/tonne),2022,2022,LCU,35000
Potatoes,Producer Price (SLC/tonne),1992,1992,SLC,2210
Potatoes,Producer Price (SLC/tonne),1993,1993,SLC,3700
Potatoes,Producer Price (SLC/tonne),1996,1996,SLC,10019
Potatoes,Producer Price (SLC/tonne),1997,1997,SLC,6833
Potatoes,Producer Price (SLC/tonne),1998,1998,SLC,8875
Potatoes,Producer Price (SLC/tonne),1999,1999,SLC,9750
Potatoes,Producer Price (SLC/tonne),2001,2001,SLC,9915
Potatoes,Producer Price (SLC/tonne),2002,2002,SLC,10000
Potatoes,Producer Price (SLC/tonne),2003,2003,SLC,7618
Potatoes,Producer Price (SLC/tonne),2004,2004,SLC,8765
Potatoes,Producer Price (SLC/tonne),2005,2005,SLC,11646
Potatoes,Producer Price (SLC/tonne),2006,2006,SLC,15219
Potatoes,Producer Price (SLC/tonne),2007,2007,SLC,17559
Potatoes,Producer Price (SLC/tonne),2008,2008,SLC,11370.5
Potatoes,Producer Price (SLC/tonne),2009,2009,SLC,17557.4
Potatoes,Producer Price (SLC/tonne),2010,2010,SLC,22824.6
Potatoes,Producer Price (SLC/tonne),2011,2011,SLC,23854.7
Potatoes,Producer Price (SLC/tonne),2012,2012,SLC,24254.7
Potatoes,Producer Price (SLC/tonne),2013,2013,SLC,25200
Potatoes,Producer Price (SLC/tonne),2014,2014,SLC,27216
Potatoes,Producer Price (SLC/tonne),2015,2015,SLC,29393
Potatoes,Producer Price (SLC/tonne),2016,2016,SLC,30286.8
Potatoes,Producer Price (SLC/tonne),2017,2017,SLC,30644.2
Potatoes,Producer Price (SLC/tonne),2018,2018,SLC,26780
Potatoes,Producer Price (SLC/tonne),2019,2019,SLC,27570
Potatoes,Producer Price (SLC/tonne),2020,2020,SLC,32350
Potatoes,Producer Price (SLC/tonne),2021,2021,SLC,36360
Potatoes,Producer Price (SLC/tonne),2022,2022,SLC,35000
Potatoes,Producer Price (USD/tonne),1992,1992,USD,51.7
Potatoes,Producer Price (USD/tonne),1993,1993,USD,76.1
Potatoes,Producer Price (USD/tonne),1996,1996,USD,176.7
Potatoes,Producer Price (USD/tonne),1997,1997,USD,117.8
Potatoes,Producer Price (USD/tonne),1998,1998,USD,134.5
Potatoes,Producer Price (USD/tonne),1999,1999,USD,142.9
Potatoes,Producer Price (USD/tonne),2001,2001,USD,132.3
Potatoes,Producer Price (USD/tonne),2002,2002,USD,128.4
Potatoes,Producer Price (USD/tonne),2003,2003,USD,100.1
Potatoes,Producer Price (USD/tonne),2004,2004,USD,119
Potatoes,Producer Price (USD/tonne),2005,2005,USD,163.2
Potatoes,Producer Price (USD/tonne),2006,2006,USD,209.2
Potatoes,Producer Price (USD/tonne),2007,2007,USD,264.4
Potatoes,Producer Price (USD/tonne),2008,2008,USD,163
Potatoes,Producer Price (USD/tonne),2009,2009,USD,226.3
Potatoes,Producer Price (USD/tonne),2010,2010,USD,311.5
Potatoes,Producer Price (USD/tonne),2011,2011,USD,322.3
Potatoes,Producer Price (USD/tonne),2012,2012,USD,284.6
Potatoes,Producer Price (USD/tonne),2013,2013,USD,270.7
Potatoes,Producer Price (USD/tonne),2014,2014,USD,279
Potatoes,Producer Price (USD/tonne),2015,2015,USD,287
Potatoes,Producer Price (USD/tonne),2016,2016,USD,282
Potatoes,Producer Price (USD/tonne),2017,2017,USD,293.2
Potatoes,Producer Price (USD/tonne),2018,2018,USD,245.8
Potatoes,Producer Price (USD/tonne),2019,2019,USD,244.8
Potatoes,Producer Price (USD/tonne),2020,2020,USD,273.4
Potatoes,Producer Price (USD/tonne),2021,2021,USD,307.8
Potatoes,Producer Price (USD/tonne),2022,2022,USD,279.6
Potatoes,Producer Price Index (2014-2016 = 100),1991,1991,,11.56
Potatoes,Producer Price Index (2014-2016 = 100),1992,1992,,7.63
Potatoes,Producer Price Index (2014-2016 = 100),1993,1993,,12.77
Potatoes,Producer Price Index (2014-2016 = 100),1994,1994,,18.79
Potatoes,Producer Price Index (2014-2016 = 100),1995,1995,,19.85
Potatoes,Producer Price Index (2014-2016 = 100),1996,1996,,34.59
Potatoes,Producer Price Index (2014-2016 = 100),1997,1997,,23.59
Potatoes,Producer Price Index (2014-2016 = 100),1998,1998,,30.64
Potatoes,Producer Price Index (2014-2016 = 100),1999,1999,,33.66
Potatoes,Producer Price Index (2014-2016 = 100),2000,2000,,31.79
Potatoes,Producer Price Index (2014-2016 = 100),2001,2001,,34.23
Potatoes,Producer Price Index (2014-2016 = 100),2002,2002,,34.52
Potatoes,Producer Price Index (2014-2016 = 100),2003,2003,,26.3
Potatoes,Producer Price Index (2014-2016 = 100),2004,2004,,30.26
Potatoes,Producer Price Index (2014-2016 = 100),2005,2005,,40.21
Potatoes,Producer Price Index (2014-2016 = 100),2006,2006,,52.54
Potatoes,Producer Price Index (2014-2016 = 100),2007,2007,,60.62
Potatoes,Producer Price Index (2014-2016 = 100),2008,2008,,39.26
Potatoes,Producer Price Index (2014-2016 = 100),2009,2009,,60.62
Potatoes,Producer Price Index (2014-2016 = 100),2010,2010,,78.8
Potatoes,Producer Price Index (2014-2016 = 100),2011,2011,,82.36
Potatoes,Producer Price Index (2014-2016 = 100),2012,2012,,83.74
Potatoes,Producer Price Index (2014-2016 = 100),2013,2013,,87
Potatoes,Producer Price Index (2014-2016 = 100),2014,2014,,93.96
Potatoes,Producer Price Index (2014-2016 = 100),2015,2015,,101.48
Potatoes,Producer Price Index (2014-2016 = 100),2016,2016,,104.56
Potatoes,Producer Price Index (2014-2016 = 100),2017,2017,,105.8
Potatoes,Producer Price Index (2014-2016 = 100),2018,2018,,92.46
Potatoes,Producer Price Index (2014-2016 = 100),2019,2019,,95.18
Potatoes,Producer Price Index (2014-2016 = 100),2020,2020,,111.69
Potatoes,Producer Price Index (2014-2016 = 100),2021,2021,,125.53
Potatoes,Producer Price Index (2014-2016 = 100),2022,2022,,120.83
Rice,Producer Price (LCU/tonne),1992,1992,LCU,5440
Rice,Producer Price (LCU/tonne),1993,1993,LCU,6132
Rice,Producer Price (LCU/tonne),1994,1994,LCU,6208
Rice,Producer Price (LCU/tonne),1995,1995,LCU,5540
Rice,Producer Price (LCU/tonne),1996,1996,LCU,6870
Rice,Producer Price (LCU/tonne),1997,1997,LCU,7520
Rice,Producer Price (LCU/tonne),1998,1998,LCU,8311
Rice,Producer Price (LCU/tonne),1999,1999,LCU,7386
Rice,Producer Price (LCU/tonne),2000,2000,LCU,9140
Rice,Producer Price (LCU/tonne),2001,2001,LCU,7946
Rice,Producer Price (LCU/tonne),2002,2002,LCU,9322
Rice,Producer Price (LCU/tonne),2003,2003,LCU,9425
Rice,Producer Price (LCU/tonne),2004,2004,LCU,10351
Rice,Producer Price (LCU/tonne),2005,2005,LCU,10769
Rice,Producer Price (LCU/tonne),2006,2006,LCU,10921
Rice,Producer Price (LCU/tonne),2007,2007,LCU,11139
Rice,Producer Price (LCU/tonne),2008,2008,LCU,12540
Rice,Producer Price (LCU/tonne),2009,2009,LCU,18330
Rice,Producer Price (LCU/tonne),2010,2010,LCU,21430
Rice,Producer Price (LCU/tonne),2011,2011,LCU,20680
Rice,Producer Price (LCU/tonne),2012,2012,LCU,21290
Rice,Producer Price (LCU/tonne),2013,2013,LCU,23500
Rice,Producer Price (LCU/tonne),2014,2014,LCU,25263
Rice,Producer Price (LCU/tonne),2015,2015,LCU,27157
Rice,Producer Price (LCU/tonne),2016,2016,LCU,27982.8
Rice,Producer Price (LCU/tonne),2017,2017,LCU,27000.5
Rice,Producer Price (LCU/tonne),2018,2018,LCU,27200
Rice,Producer Price (LCU/tonne),2019,2019,LCU,29550
Rice,Producer Price (LCU/tonne),2020,2020,LCU,31070
Rice,Producer Price (LCU/tonne),2021,2021,LCU,35060
Rice,Producer Price (LCU/tonne),2022,2022,LCU,35910
Rice,Producer Price (SLC/tonne),1992,1992,SLC,5440
Rice,Producer Price (SLC/tonne),1993,1993,SLC,6132
Rice,Producer Price (SLC/tonne),1994,1994,SLC,6208
Rice,Producer Price (SLC/tonne),1995,1995,SLC,5540
